path,size,sha1,source,offset,note
Enhancements/Sonic Jam/Easy/objpos/ghz3 (REV01).bin,1644,5751aa3393d141b3f5130bafbd1593fed802d4c9,ACTTBL_E(1).SN1,0xB3A,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Easy/objpos/lz1 (REV01).bin,1140,484dae619d6c387684c8904a061615b4cffd34a5,ACTTBL_E(1).SN1,0x11A6,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/lz2.bin,834,427911150d7b6410e628a95e5dcd0e2b490a7f8d,ACTTBL_E(1).SN1,0x161A,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/lz3 (REV01).bin,1362,dcfeeb38c3082350a2addb58c1e551f977d1dabe,ACTTBL_E(1).SN1,0x195C,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Easy/objpos/sbz3.bin,1176,6c8c09f5d6d2b99f5e6805abab1932cb1d4f2ba7,ACTTBL_E(1).SN1,0x1EAE,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/mz1 (REV01).bin,864,cd38043b5a887a76c31df7708c80bd6716039b14,ACTTBL_E(1).SN1,0x2496,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Easy/objpos/mz2.bin,1152,66d5f9c92390a743f76c4aeac6f02d687c764719,ACTTBL_E(1).SN1,0x27F6,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Easy/objpos/mz3.bin,1302,94d2f1ebf29c00bde421b4e9e4aab3214fa4a0ed,ACTTBL_E(1).SN1,0x2C76,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Easy/objpos/slz1.bin,1344,26af509eacc703eac83ae4295995b6d0901da12d,ACTTBL_E(1).SN1,0x318C,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/slz2.bin,1164,89fe2102d8ad9a89d77686a8ef2bcc1454fc54e3,ACTTBL_E(1).SN1,0x36CC,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Easy/objpos/slz3.bin,1506,d122e2cc50724f68284c2723d1f895785998d3af,ACTTBL_E(1).SN1,0x3B58,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/syz1.bin,1164,4cc6ac25987f04d2a951bd8458f98e360f6ab435,ACTTBL_E(1).SN1,0x413A,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/syz2.bin,1326,1e6ce073d70c7fd7ee75acfa2e3d654fb5e61984,ACTTBL_E(1).SN1,0x45C6,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Easy/objpos/syz3 (REV01).bin,1548,d9f3afe2804ef5d4ccfcd89205bea73ee43bce07,ACTTBL_E(1).SN1,0x4AF4,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/sbz1 (REV01).bin,1794,1b1693670864d651f1de918975f3b4decf8e8741,ACTTBL_E(1).SN1,0x5100,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Easy/objpos/sbz2.bin,1758,25c63843fe1adfb4ef118340d66c8ecf4d5a1d66,ACTTBL_E(1).SN1,0x5802,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/fz.bin,30,c7420a950f1f6355793c9a4480187a88b6fb3e9a,ACTTBL_E(1).SN1,0x5EE0,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Easy/objpos/ending.bin,354,4ea826064ccd8e51f614f69e0c959b4bcb406bcf,ACTTBL_E(1).SN1,0x6030,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Easy/objpos/platforms/lz1pf1.bin,50,5baa8fe12a766e1fdd59fb35fdaf6c0c688cbe51,ACTTBL_E(1).SN1,0x2346,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/platforms/lz1pf2.bin,50,9e4a7f5e5e2f8dddacf3de4b841cfced6900d226,ACTTBL_E(1).SN1,0x2378,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/platforms/lz2pf1.bin,50,66983868bc6fea9ac36fe49dbe9edc9c983b6826,ACTTBL_E(1).SN1,0x23AA,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/platforms/lz2pf2.bin,50,8eb062c3758d787da8dfdac7dbc9e876d151121e,ACTTBL_E(1).SN1,0x23DC,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/platforms/lz3pf1.bin,74,4e83cabaea6bbc23e72d3a64d68f2a2da0b1a4b1,ACTTBL_E(1).SN1,0x240E,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/platforms/lz3pf2.bin,62,488703fbbb659977fb483e038c20d52ebda9f977,ACTTBL_E(1).SN1,0x2458,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/platforms/sbz1pf1.bin,50,08ca56d1cb725e95d21e1a23f91037bc112450d8,ACTTBL_E(1).SN1,0x5EFE,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/platforms/sbz1pf2.bin,50,5e4418fef0e7a73686ffd3b31b01b5acdc73b92c,ACTTBL_E(1).SN1,0x5F30,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/platforms/sbz1pf3.bin,50,830b7a3d09394cb602529bf9c17502c8ebe96017,ACTTBL_E(1).SN1,0x5F62,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/platforms/sbz1pf4.bin,50,177224d42ff8259d10468190dd3a31e6574dc93b,ACTTBL_E(1).SN1,0x5F94,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/platforms/sbz1pf5.bin,50,5ef6c7a21809933a4ed081e8205a2bb0d5db8d34,ACTTBL_E(1).SN1,0x5FC6,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/platforms/sbz1pf6.bin,56,e5660788ed581f3559a13db5406fec58e246a66c,ACTTBL_E(1).SN1,0x5FF8,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/_source_sn1/AC.SN1,207312,a8472232a8848217054ee1194410aec3ac9f1ab1,AC.SN1,0x0,original uploaded source file
Enhancements/Sonic Jam/_source_sn1/ACTTBL(1).SN1,25434,cbaab5b5ddba8b804142a46a4dae4a7d94392301,ACTTBL(1).SN1,0x0,original uploaded source file
Enhancements/Sonic Jam/_source_sn1/ACTTBL_E(1).SN1,24978,5b91c41bf5a5c2675f4c55f844a95b745f4652c9,ACTTBL_E(1).SN1,0x0,original uploaded source file
Enhancements/Sonic Jam/_source_sn1/ACTTBL_N(1).SN1,25014,8d7d7f9f56b22ed9328ebee1a55969083552fa7f,ACTTBL_N(1).SN1,0x0,original uploaded source file
Enhancements/Sonic Jam/_source_sn1/DATA.SN1,285011,a1364fe3445f553aba429f2b017c61a926ffaaa7,DATA.SN1,0x0,original uploaded source file
Enhancements/Sonic Jam/_source_sn1/TBL.SN1,34320,3dd770b4184fc8498aa6442bb68beb80d4f692b6,TBL.SN1,0x0,original uploaded source file
Enhancements/Sonic Jam/README.md,1009,80dae44a016f0afb22cf669fbe50f6f35d768dbf,generated,,package notes
